4,20,32,47,66,
113,128,142,166,176,186,203,222,293,303,327,351,949,964,971,981,988,995,1015,1035,1083,1095,12821,12840,12854,
176,186,203,210,222,241,255,267,279,286,293,303,327,981,8166,8173,8189,12883,
391,403,420,434,444,454,473,497,509,7074,7093,7104,12758,
539,550,562,586,598,608,630,5253,5260,5274,5288,6156,6165,6177,6468,6478,6488,6507,
701,720,739,746,758,765,782,1487,2224,4700,4715,4722,4732,4743,4762,4774,4965,5358,5372,5382,5394,5411,5421,
801,812,827,846,860,870,880,904,918,939,949,964,995,1015,4878,4890,4907,4924,4943,4950,4965,4979,5707,
113,128,142,166,176,327,827,846,870,880,904,939,949,964,971,981,988,995,1015,1035,1057,1064,1083,1095,12821,
1083,1105,1126,1138,1157,1171,1178,5342,6072,6096,6115,6125,6135,6194,6204,6214,6228,6244,6260,7692,7711,7725,7732,12782,12798,12814,12821,
1268,1278,1297,1311,1333,1355,1369,1376,1400,1412,1657,1671,1692,1706,1765,1777,1796,6795,
758,1247,1268,1412,1445,1461,1475,1487,1498,1508,1518,1529,1657,1671,1692,1706,1713,2214,2375,5382,5394,5972,5987,6004,6018,
1529,1539,1553,1563,1587,1598,1612,1619,1635,1657,1723,1742,1749,1765,1850,1862,1881,1893,1907,1926,1945,2262,2272,6329,6374,6394,6821,
1498,1508,1529,1539,1553,1587,1598,1612,1619,1635,1657,1713,1723,1742,1749,1765,1813,1828,1850,1862,1881,1893,2214,2252,2262,2272,2291,2307,2317,2334,2350,2364,
1539,1563,1587,1598,1612,1742,1850,1862,1881,1893,1907,1926,1945,1960,1977,1987,2262,2272,2291,2307,2317,6374,
608,630,644,1926,1945,1960,1977,1987,2009,2019,2029,2036,2055,2065,2882,4498,4550,4564,4579,4601,4608,4628,4648,6488,
2086,2100,2116,2127,2141,2151,2166,2185,2202,2214,2224,2240,2252,2431,2721,2740,2786,2910,2924,2943,2950,2957,2964,2996,3010,3700,3707,3746,3768,3775,
1723,1742,1749,1893,2185,2214,2240,2252,2262,2272,2291,2307,2317,2334,2350,2681,2703,2710,2721,2740,2754,2769,2786,2805,2824,2838,
2421,2431,2452,2461,2473,2484,2494,2508,2519,2534,2556,2601,2611,2630,2703,2710,2721,2740,2754,2996,3040,3055,3069,3079,3093,
2317,2334,2350,2364,2421,2494,2508,2534,2556,2568,2580,2587,2601,2611,2630,2645,2667,2674,2681,2703,2710,2721,
1723,2166,2185,2202,2214,2252,2262,2291,2307,2317,2334,2375,2399,2421,2431,2452,2461,2494,2587,2601,2681,2703,2710,2721,2740,2754,2769,2786,2805,2824,2996,
